No.,Comment,Article URL,Platform,Pre-Sales-Sales-sales/Post-sales,Intent To Buy (Yes/ No/NA),Conversation Drivers (Product Attributes/ Pricing/ Experience of Using Product/ Customer Service/ Other),Sentiment (Positive/ Neutral/ Negative),Enquiry/ Compaint/ Praise/Other,Notes
262,"@ashishmohta here the touch is very smooth, better than Lenovo A6000. And no such performance issues as shown in your video.",http://twitter.com/SumitNagi/statuses/577810243045871617,TWITTER,Post-sales,No,"Product Attributes, Experience",Positive,Praise,
263,Lenovo A6000 Review: Impressive Phone At Amazing Price http://t.co/ZtL00JBiZB #LenovoA600 via @gizbotcom,http://twitter.com/AkanshaSris/statuses/577805975719022592,TWITTER,,,,Positive,,
264,@flipkartsupport I have ordered the Lenovo A6000 & received it yesterday.But still I haven't got the Invoice?,http://twitter.com/pratheesh_ps/statuses/577802650818732032,TWITTER,,,,Neutral,,
265,I have ordered the Lenovo A6000 & received it yesterday.But still I haven't got the Invoice?,http://twitter.com/pratheesh_ps/statuses/577802032083443712,TWITTER,,,,Neutral,,
266,"Lenovo A6000 to go on sale on Flipkart at 2.00PM tomorrow, last day to register http://t.co/qMxm6TxdB7",http://twitter.com/BGRIndia/statuses/577797769559064576,TWITTER,,,,Neutral,,
267,"Lenovo A6000 to go on sale on Flipkart at 2.00PM tomorrow, last day to register http://t.co/AyoPLOSfYJ",http://twitter.com/bava_in/statuses/577797277181480960,TWITTER,,,,Neutral,,
268,"Lenovo A6000 to go on sale on Flipkart at 2.00PM tomorrow, last day to register http://t.co/WLdmZZeXkA",http://twitter.com/ryan_swadesi/statuses/577795756104482816,TWITTER,,,,Neutral,,
269,@Lenovo_in I visited your service center. They have a standard response - leave your phone for 7 days. Neither speedier nor practical,http://twitter.com/bhatiajs/statuses/577789057297608704,TWITTER,Post-sales,No,Customer Service,Neutral,Complaint,
270,#Tech Xiaomi Redmi 2 vs Moto E (2nd gen) vs Lenovo A6000: Battle of the budget phones: We've put the Xiaomi Re... http://t.co/wT4yihYUja,http://twitter.com/TechieTurf/statuses/577778536510967808,TWITTER,,,,Neutral,,
271,"@nisarpari brand isn't an issue. I'm looking at asus, redmi 2, lenovo A6000, Yu yureka. Which one do you think is better?",http://twitter.com/mubeermk/statuses/577767082835587073,TWITTER,Pre-sales,Yes,Product Attributes (compared to competitor),Neutral,Enquiry,
272,One of my friend ask. Which one is the best?   Lenovo S860 or Asus Zenfone 5?   Sape cakap iphone ketiak dia hitam.,http://twitter.com/muslimofficial/statuses/577763698107777024,TWITTER,Pre-sales,Yes,Product Attributes (compared to competitor),Neutral,Enquiry,
273,@camuapp am using lenovo a6000 and OS is android,http://twitter.com/dadhiloba/statuses/577747000717754368,TWITTER,,,,Neutral,,
274,#lenovo @lenovo @Lenovo_in #A6000 #lenovoA6000 #Android #Google #Tech #Techie #HiTech #HD #Display #apps #Phone http://t.co/G1GczAxPV8,http://twitter.com/aguynamedsanket/statuses/577739239346999296,TWITTER,,,,Neutral,,
275,Lenovo S50 Mobile Phone Price in India & Specifications http://t.co/894gJwlVzY via @price_tree,http://twitter.com/ADITYAKUMAR814/statuses/577734291460743169,TWITTER,,,,Neutral,,
276,@DealsForGeeks any mobile phone exchange offers available anywhere  ? Relative wants to get the lenovo x2,http://twitter.com/bigbala/statuses/577734039315947520,TWITTER,,,,Neutral,,
277,"Lenovo A6000 offers installing apps on SD card, which I feel will be very useful for lot of users!",http://twitter.com/nirmaltv/statuses/577733365484253184,TWITTER,NA,NA,Product Attributes,Positive,Praise ,
278,check out @digitindia  7K Phone Battle: Xiaomi Redmi 2 vs. Lenovo A6000 vs. Moto E (2015)   http://t.co/w0x5bZkCnR,http://twitter.com/sandeepjinagal/statuses/577732662690889728,TWITTER,,,,Neutral,,
279,"RT @DolbyIn Take a very close look at @lenovo's A6000, a very capable budget phone with Dolby audio - http://t.co/W9BCEp1JkD",http://twitter.com/DrDrupad/statuses/577731063092363264,TWITTER,,,,Neutral,,
280,"RT @DolbyIn Take a very close look at @lenovo's A6000, a very capable budget phone with Dolby audio - http://t.co/W9BCEp1JkD",http://twitter.com/sathishmechy1/statuses/577729906387382272,TWITTER,,,,Neutral,,
281,"Take a very close look at @lenovo's A6000, a very capable budget phone with Dolby audio - http://t.co/W9BCEp1JkD",http://twitter.com/DolbyIn/statuses/577729645036101633,TWITTER,,,,Neutral,,
282,"""Pre-empting the New Moto E?"" My review of the Lenovo A6000 on @techpp.  http://t.co/l7WKn6AVSb   @Lenovo_VIBE @Lenovo_in",http://twitter.com/nimishdubey/statuses/577706088604254208,TWITTER,,,,Neutral,,
283,"RT @rajupp ICYMI, @nimishdubey reviews the @lenovo A6000 - http://t.co/hIiHNNA2Qk @Lenovo_in",http://twitter.com/ashishmohta/statuses/577703052074872832,TWITTER,,,,Neutral,,
284,"ICYMI, @nimishdubey reviews the @lenovo A6000 - http://t.co/hIiHNNA2Qk @Lenovo_in",http://twitter.com/rajupp/statuses/577695503283937280,TWITTER,,,,Neutral,,
285,@pradeepASSRR Please call on our MIDH toll free number for the issue you are facing with your smartphone: 1800 3000 7678 / 18601803425.(2/2),http://twitter.com/Lenovo_in/statuses/577693468895666176,TWITTER,,,,Neutral,,
286,Xiaomi Redmi 2S Vs Moto E 2nd Gen Vs Lenovo A6000 http://t.co/6HLcmtmZie,http://twitter.com/GadgetsGossip/statuses/577670680176553984,TWITTER,,,,Neutral,,
287,"Lenovo A6000 Will Go On Sale For Sixth Time On 18th March At Rs 6,999/ , Review,android,Camera,RAM, Specifications‰Û_ http://t.co/qOcagSTGNE",http://twitter.com/syograj1995/statuses/577661062356447232,TWITTER,,,,Neutral,,
288,"@lenovo A6000 mobile , which supports video calling and video uploading in #FaceBook ??..",http://twitter.com/ahilashdc/statuses/577657366163906560,TWITTER,NA,NA,Product Attributes,Neutral,Enquiry,
289,RT @CollChris Budget A6000 sale is Wed 18 March. Register @Flipkart #india > http://t.co/WHcury6kzZ @Lenovo_in @lenovo http://t.co/XhNlTqaTar,http://twitter.com/Tejaswis/statuses/577619448363819009,TWITTER,,,,Neutral,,
290,RT @Quicklinko 10 Best Smartphone Under 15000 Rs. in India (2015):  http://t.co/qVe0BGMJk1     #smartphone #lenovo #Asus,http://twitter.com/ItzGurpreet/statuses/577607791763955712,TWITTER,,,,Neutral,,
291,@Lenovo_VIBE Have been using z2 pro k920 since October. Lots of malfunctioning and everytime your customercare asks me to restart.,http://twitter.com/bhatiajs/statuses/577569380898201600,TWITTER,Post-sales,No,"Product Attributes, Experience",Neutral,Complaint,
292,@flipkartsupport last week I registered for lenovo a6000.. Is this enough to get this week r wanna register 1more tym for this week sale,http://twitter.com/harishakrbabu/statuses/577557678219612160,TWITTER,,,,Neutral,,
293,RT @FoneArena Lenovo Vibe X2 Pro Hands On: http://t.co/436n3QqVvx via @YouTube,http://twitter.com/sathishmechy1/statuses/577543279232708608,TWITTER,,,,Neutral,,
294,"RT @gadgetstouse Lenovo Vibe X2 Pro Hands on Review, Camera, Price, Features, Comparison, Overview at MWC 2015: http://t.co/LjL0rFvT2U via @YouTube",http://twitter.com/sathishmechy1/statuses/577543225218465792,TWITTER,,,,Neutral,,
295,RT @nashfrias Lenovo Unveils 64-Bit Vibe X2 Pro & P90 Smartphones http://t.co/ZJ1jN92u6Y #lenovo #ces2015 #vibex2pro #p90 #smartphone #android #lte #64bit,http://twitter.com/sathishmechy1/statuses/577543029751357440,TWITTER,,,,Neutral,,
296,@Lenovo_in out of stock message from past 1 week... Hw2register #lenovo a6000,http://twitter.com/harishakrbabu/statuses/577536074324414465,TWITTER,Pre-sales,Yes,Customer Service,Neutral,Enquiry,
297,RT @techtongue Lenovo S660 Review: A Well-Balanced Workhorse - #TechTongue #Tech #Mobile http://t.co/OB7zVXOCSq,http://twitter.com/akash_tashan/statuses/577512255203336192,TWITTER,,,,Neutral,,
298,"RT @CollChris Battery's Removable, Phone is dual SIM: Review @lenovo A6000 ‰__ http://t.co/tiETCiRcOI #india @Nothing_Geek @Lenovo_in http://t.co/KOnkzE157z",http://twitter.com/abrk/statuses/577502969312067585,TWITTER,,,,Neutral,,
299,RT @CollChris Budget A6000 sale is Wed 18 March. Register @Flipkart #india > http://t.co/WHcury6kzZ @lenovo @Lenovo_in http://t.co/XhNlTqaTar,http://twitter.com/abrk/statuses/577502891784564737,TWITTER,,,,Neutral,,
300,RT @CollChris Budget A6000 sale is Wed 18 March. Register @Flipkart #india > http://t.co/WHcury6kzZ @lenovo @Lenovo_in http://t.co/XhNlTqaTar,http://twitter.com/dsingh16/statuses/577498428281724928,TWITTER,,,,Neutral,,
301,After lenovo a6000 this will be next boom! #TechoTweet: Lenovo A7000 http://t.co/8IanUB507Y,http://twitter.com/gauravgoel53/statuses/577496842713219072,TWITTER,,,,Neutral,,
302,RT @rajupp Review: Lenovo A6000: Pre-empting the New Moto E? http://t.co/4x60SICiJN http://t.co/vi2rPUojQK,http://twitter.com/ashishmohta/statuses/577486682556997632,TWITTER,,,,Neutral,,
303,Another option for selfie lovers! #TechoTweet: Lenovo S90 Selfie 4G http://t.co/b6vpxY9kxG,http://twitter.com/gauravgoel53/statuses/577486680803794944,TWITTER,,,,Neutral,,
304,Review: Lenovo A6000: Pre-empting the New Moto E? http://t.co/4x60SICiJN http://t.co/vi2rPUojQK,http://twitter.com/rajupp/statuses/577485406263971841,TWITTER,,,,Neutral,,
305,@CollChris @Flipkart @Lenovo_in @lenovo Phone is superb. Sound clarity is good with dolby but the amplification is not high.,http://twitter.com/modishah/statuses/577481527929364481,TWITTER,Post-sales,No,Product Attributes,Positive,Praise ,
306,@geekyranjit sir when will lenovo A7000 will release is it worth waiting or should go for A6000 pls help in this regard,http://twitter.com/rvtjkrr/statuses/577474997884624896,TWITTER,Pre-sales,Yes,Other (Product Release),Neutral,Enquiry,
307,"Xiaomi Redmi 2 Vs Lenovo A6000 Vs Micromax Canvas Fire 4 Specs, Features, Prices Compared | News http://t.co/vU9NBiICPz",http://twitter.com/grabidotorg/statuses/577459325892866049,TWITTER,,,,Neutral,,
308,"@Liqui_Dr0p @techoet Used Lenovo A6000, good light weight device. Performance was good too",http://twitter.com/Shin2_D/statuses/577454566150512640,TWITTER,Post-sales,No,Product Attributes,Positive,Praise,
309,@Lenovo_in i m anable to register on flipkart for a6000.,http://twitter.com/Krisbajpai/statuses/577452539521597440,TWITTER,,,,Neutral,,
310,@Lenovo_in why flipkart show the message a6000 sale is over out of stock???,http://twitter.com/Krisbajpai/statuses/577452354892517378,TWITTER,,,,Neutral,,
311,@CollChris @Flipkart @Lenovo_in @lenovo nice phone looks perfect & feature!,http://twitter.com/hemant_dobhal/statuses/577448947557388288,TWITTER,Post-sales,No,"Product Attributes, Experience",Positive,Praise ,
312,New post: Redmi 2 vs Moto E (2nd Genertation) vs Lenovo A6000 http://t.co/ZQ2Wpbr4FO,http://twitter.com/telecomuncoverd/statuses/577445751967625216,TWITTER,,,,Neutral,,
313,"RT @CollChris Battery is Removable, Phone's dual SIM: Review @lenovo A6000 ‰__ http://t.co/tiETCiRcOI @Nothing_Geek @Lenovo_in #india http://t.co/KOnkzE157z",http://twitter.com/the__himanish/statuses/577437150410465280,TWITTER,,,,Neutral,,
314,"RT @Lenovo_VIBE With a 13MP rear camera, you won‰Ûªt miss a chance to capture those delightfully quiet life moments again. #S90 http://t.co/XZvtrAsHTa",http://twitter.com/sathishmechy1/statuses/577432008223272960,TWITTER,,,,Neutral,,
315,@raggedtag u can go for it..I used Lenovo P780.,http://twitter.com/MaUjAnG/statuses/577430439599607808,TWITTER,,,,Neutral,,
316,@raggedtag cousin has lenovo p780. 4000mah battery is the highlight. Lasts at least for 2 days.,http://twitter.com/apoorvamagic/statuses/577430097008803840,TWITTER,Post-sales,No,"Product Attributes, Experience",Neutral,Praise ,
317,@Shin2_D  @techoet how is lenovo A6000 ?,http://twitter.com/Liqui_Dr0p/statuses/577415764057047041,TWITTER,NA,NA,Experience,Neutral,Enquiry,
318,RT @Lenovo_in Elated to know that we ease your life! Register for the A6000 SALE on 18th March @Flipkart: http://t.co/oAaadZv121 http://t.co/DzGkynYdKc,http://twitter.com/Aakash_Appy/statuses/577412117222989824,TWITTER,,,,Neutral,,
319,"@CricLogue @cricadharsh Moto E 2nd gen worth Rs 7k don't have 4G , Lenovo A6000 is a good alternative at 7k",http://twitter.com/BaniyaDeals/statuses/577412060138491904,TWITTER,NA,NA,Product Attributes (compared to competitor),Positive,Praise,
320,Motorola Moto E (2nd Gen) 3G & Lenovo A6000. Both are priced exactly same but who offers best features? http://t.co/qrPkALgHnr,http://twitter.com/themobileindian/statuses/577410470572736513,TWITTER,,,,Neutral,,
321,RT @androidadvices Lenovo A6000 Smartphone Review  http://t.co/ieMXWdR85U @Lenovo_in http://t.co/dBy4zisE7o,http://twitter.com/ankitlunia2011/statuses/577405184856313856,TWITTER,,,,Neutral,,
322,@Flipkart when will Lenovo A6000 cone on sale again,http://twitter.com/aditya9801/statuses/577401352566882304,TWITTER,Pre-sales,Yes,Other (Product Release),Neutral,Enquiry,
323,@Lenovo_in when will A6000 con on sale again,http://twitter.com/aditya9801/statuses/577401144940453888,TWITTER,Pre-sales,Yes,Other (Product Release),Neutral,Enquiry,
324,RT @androidadvices Lenovo A6000 Smartphone Review  http://t.co/ieMXWdR85U @Lenovo_in http://t.co/dBy4zisE7o,http://twitter.com/amitbhawani/statuses/577399450693341184,TWITTER,,,,Neutral,,
325,RT @androidadvices Lenovo A6000 Smartphone Review  http://t.co/ieMXWdR85U @Lenovo_in http://t.co/dBy4zisE7o,http://twitter.com/zaheenhafzer/statuses/577398781970243584,TWITTER,,,,Neutral,,
326,Lenovo A6000 Smartphone Review  http://t.co/ieMXWdR85U @Lenovo_in http://t.co/dBy4zisE7o,http://twitter.com/androidadvices/statuses/577398524687462400,TWITTER,,,,Neutral,,
327,RT @CollChris Budget A6000 sale is Wed 18 March. Register @Flipkart #india > http://t.co/WHcury6kzZ @Lenovo_in @lenovo http://t.co/XhNlTqaTar,http://twitter.com/Iyersim/statuses/577394809784029184,TWITTER,,,,Neutral,,
328,@sharda_nipun I already said I did not test Redmi 2 so cannot comment on it  Lenovo A6000 was good here is my review http://t.co/Az9ZRB11eN,http://twitter.com/geekyranjit/statuses/577393241168818176,TWITTER,NA,NA,"Product Attributes, Experience",Neutral,Praise ,
329,"@rohitvirsingh Please DM us your complaint number, phone IMEI number, your contact number, and email address. (2/3)",http://twitter.com/Lenovo_in/statuses/577389971918733313,TWITTER,,,,Neutral,,
330,"Guys among MotoE2,redmi2 & A6000,I would recommend #Lenovo.Light weight,good quality. Cons:no led notification light,no gorilla glass.",http://twitter.com/slnchandana/statuses/577389467129892864,TWITTER,NA,NA,Product Attributes (compared to competitor),Positive,Praise ,
331,"@shubz_CFC Hi Shubham, our engineers are working hard to give you candied sugar experience in A6000. (1/2)",http://twitter.com/Lenovo_in/statuses/577388466570293248,TWITTER,,,,Neutral,,
332,"@rani_bang Hi Rani, the Lenovo A6000 does not support OTG as it has an expandable microSD slot.",http://twitter.com/Lenovo_in/statuses/577387960317931520,TWITTER,NA,NA,Product Attributes,Neutral,Other (reply to enquiry),
333,Lowest Price of Lenovo S660 in India http://t.co/MjkuBDwXpU,http://twitter.com/SwatiSaurakhia/statuses/577376476644921344,TWITTER,,,,Neutral,,
334,RT @Lenovo_in Elated to know that we ease your life! Register for the A6000 SALE on 18th March @Flipkart: http://t.co/oAaadZv121 http://t.co/DzGkynYdKc,http://twitter.com/abrk/statuses/577369789456252928,TWITTER,,,,Neutral,,
335,RT @CollChris RT @modishah: @Flipkart @Lenovo_in using @lenovo a6000 phone. Great phone. Just like it...! // #india! http://t.co/0vZ8zolbbK,http://twitter.com/abrk/statuses/577369619075182592,TWITTER,,,,Positive,,
336,RT @CollChris Budget A6000 phone sale is 18 Mar. Register @Flipkart #india > http://t.co/WHcury6kzZ @Lenovo_in http://t.co/s5KVdKZlDk @lenovo,http://twitter.com/SpHeartRider/statuses/577369578377859072,TWITTER,,,,Neutral,,
337,RT @CollChris RT @Potterhead_Mee Received my @Lenovo_in A6000 Pretty Impressed With Your Superfast delivery @Flipkart. Thank You :) http://t.co/HYfXSj10Yz,http://twitter.com/abrk/statuses/577369569716621312,TWITTER,,,,Positive,,
338,RT @Lenovo_in Elated to know that we ease your life! Register for the A6000 SALE on 18th March @Flipkart: http://t.co/oAaadZv121 http://t.co/DzGkynYdKc,http://twitter.com/sidarkz/statuses/577369398446399488,TWITTER,,,,Neutral,,
339,RT @CollChris RT @Potterhead_Mee Received my @Lenovo_in A6000 Pretty Impressed With Your Superfast delivery @Flipkart. Thank You :) http://t.co/HYfXSj10Yz,http://twitter.com/revindkumar/statuses/577365798190116865,TWITTER,,,,Positive,,
340,Lenovo A6000 Review http://t.co/GYs4byObmK,http://twitter.com/UnleashPhones/statuses/577354967868174336,TWITTER,,,,Neutral,,
341,Elated to know that we ease your life! Register for the A6000 SALE on 18th March @Flipkart: http://t.co/oAaadZv121 http://t.co/DzGkynYdKc,http://twitter.com/Lenovo_in/statuses/577347177988526080,TWITTER,,,,Neutral,,
342,Motorola Moto E (2nd Gen) 3G & Lenovo A6000. Both are priced exactly same but who offers best features? http://t.co/qrPkALgHnr,http://twitter.com/themobileindian/statuses/577343537395556352,TWITTER,,,,Neutral,,
343,RT @CollChris Budget A6000 phone sale is 18 Mar. Register @Flipkart #india > http://t.co/WHcury6kzZ @Lenovo_in @lenovo http://t.co/pIdhh8qx6w,http://twitter.com/meldmello/statuses/577341627137597440,TWITTER,,,,Neutral,,
344,"@Lenovo_VIBE Thankee. Mind ye, I STILL think ye had the perfect camera UI in the K900.",http://twitter.com/nimishdubey/statuses/577340435196071936,TWITTER,Post-sales,No,Product Attributes (compared to previous Lenovo models),Positive,Other (reply),
345,RT @Yuanqing_Lenovo Congrats @abrk & team India! 40K A6000 phones sold in seconds last week & more on the way! http://t.co/xiq72eIK0o http://t.co/aDbfYbW1Tv,http://twitter.com/mathursudhin/statuses/577336718971404288,TWITTER,,,,Neutral,,
346,@mayurjango using lenovo a6000  now and found that 8mp camera is not as good as my old lumia's 8mp camera.,http://twitter.com/shahidalii/statuses/577334447432945664,TWITTER,Post-sales,No,Product Attributes (compared to competitor),Negative,Complaint,
347,RT @Yuanqing_Lenovo Congrats @abrk & team India! 40K A6000 phones sold in seconds last week & more on the way! http://t.co/xiq72eIK0o http://t.co/aDbfYbW1Tv,http://twitter.com/doshiamitk/statuses/577329359989530625,TWITTER,,,,Neutral,,
348,RT @Yuanqing_Lenovo Congrats @abrk & team India! 40K A6000 phones sold in seconds last week & more on the way! http://t.co/xiq72eIK0o http://t.co/aDbfYbW1Tv,http://twitter.com/s_anuj/statuses/577327901810405376,TWITTER,,,,Neutral,,
349,#lenovo A6000..:) http://t.co/1N9p27r0DB,http://twitter.com/sagacious_lad/statuses/577327621517676544,TWITTER,,,,Positive,,
350,RT @Yuanqing_Lenovo Congrats @abrk & team India! 40K A6000 phones sold in seconds last week & more on the way! http://t.co/xiq72eIK0o http://t.co/aDbfYbW1Tv,http://twitter.com/abrk/statuses/577320972069396480,TWITTER,,,,Neutral,,
351,"RT @chetanbhawani Will be done with the Lumia 532 review today. Good but not really something I would recommend against the likes of Redmi 2, Lenovo A6000.",http://twitter.com/ankitlunia2011/statuses/577317926920826882,TWITTER,,,,Positive,,
352,"Will be done with the Lumia 532 review today. Good but not really something I would recommend against the likes of Redmi 2, Lenovo A6000.",http://twitter.com/chetanbhawani/statuses/577317825599029248,TWITTER,,,,Positive,,
353,RT @clintonjeff Lenovo A6000 Review: http://t.co/kCmlkx6lA5 via @YouTube,http://twitter.com/stuli1989/statuses/577317511894421504,TWITTER,,,,Neutral,,
354,Lenovo A6000 Review: https://t.co/nbezDC47NP via @YouTube,http://twitter.com/bikram_aims/statuses/577314694412677120,TWITTER,,,,Neutral,,
355,RT @clintonjeff Lenovo A6000 Review: http://t.co/kCmlkx6lA5 via @YouTube,http://twitter.com/sathishmechy1/statuses/577311801332871169,TWITTER,,,,Neutral,,
356,@manasgandhi @Lenovo_in But m only talking about dat particular 4G mobile A6000 n m happiest customer of them,http://twitter.com/sayanr38/statuses/577298592370593794,TWITTER,Post-sales,No,Experience ,Neutral,Praise ,
357,Lenovo 's 4G model A6000 for 7000 INR will sale on March 18 2PM. Registration started.  http://t.co/MIxwT4TK4f,http://twitter.com/_MrGokul/statuses/577287153169862657,TWITTER,,,,Neutral,,
358,@Flipkart @Lenovo_in using lenovo a6000 phone. Great phone. Just like it...!,http://twitter.com/modishah/statuses/577187155987947520,TWITTER,Post-sales,No,Experience,Positive,Praise ,
359,Battle of the budget phones: Xiaomi Redmi 2 vs Moto E (2nd gen) vs Lenovo A6000 @tech2eets http://t.co/RZ6f1sCSgH,http://twitter.com/sachi_79/statuses/577183718952943616,TWITTER,,,,Neutral,,
360,"RT @gadgetstouse: 2015 Moto E 2nd Gen Hindi Review and Comparison with Redmi 2, Lenovo A6000: http://t.co/SivwhKPO9i cc @MotorolaIndia",http://twitter.com/abhishek/statuses/577176066965389312,TWITTER,,,,Neutral,,
361,"2015 Moto E 2nd Gen Hindi Review and Comparison with Redmi 2, Lenovo A6000: http://t.co/azHGgLogBO via @YouTube",http://twitter.com/gadgetstouse/statuses/577175721979834368,TWITTER,,,,Neutral,,
362,"Friends, Checkout review on my new 4G friend Lenovo A6000 on http://t.co/gSSmBkyuFV. A masterpiece at 7K. #PricerajaReviewContest @priceraja",http://twitter.com/sidarkz/statuses/577164866537934848,TWITTER,,,,Neutral,,
363,@geekyranjit which phone do you think is better overall :yu yureka or lenovo a6000?,http://twitter.com/RaghavShingi/statuses/577157702196985856,TWITTER,Pre-sales,NA,Product Attributes (compared to competitor),Neutral,Enquiry,
364,Writing full review on my new @lenovo A6000 for @priceraja #PricerajaReviewContest. Will try to upload before 12. @Lenovo_in @LENOVO_A6000,http://twitter.com/sidarkz/statuses/577156542262165504,TWITTER,,,,Neutral,,
365,Xiaomi Redmi 2 VS Lenovo A6000 Camera Comparison Review with Photo Samples: http://t.co/l0J4eYWCml via @YouTube,http://twitter.com/gadgetstouse/statuses/577145250629681152,TWITTER,,,,Neutral,,
366,"Xiaomi Redmi 2 Hindi Review, Comparison with Moto E, Lenovo A6000: http://t.co/Y9YDBscdz7 via @YouTube",http://twitter.com/gadgetstouse/statuses/577145249946071040,TWITTER,,,,Neutral,,
367,"RT @gadgetstouse Xiaomi Redmi 2 VS Lenovo A6000 Comparison, Display, HD Video Playback, Loudspeaker Output: http://t.co/mbxA0DoXy6 via @YouTube",http://twitter.com/ajay_punjabi/statuses/577144277240705024,TWITTER,,,,Neutral,,
368,Lenovo A6000 Vs Moto E (2nd Gen) Vs Redmi 2: Battle of BudgetåÊPhones http://t.co/TJa1Mv9h2n,http://twitter.com/iamRahulD/statuses/577143814814502912,TWITTER,,,,Neutral,,
369,"RT @gadgetstouse Xiaomi Redmi 2 VS Lenovo A6000 Comparison, Display, HD Video Playback, Loudspeaker Output: http://t.co/mbxA0DoXy6 via @YouTube",http://twitter.com/ankitlunia2011/statuses/577140111273390080,TWITTER,,,,Neutral,,
370,"Xiaomi Redmi 2 VS Lenovo A6000 Comparison, Display, HD Video Playback, Loudspeaker Output: http://t.co/mbxA0DoXy6 via @YouTube",http://twitter.com/gadgetstouse/statuses/577140010249486336,TWITTER,,,,Neutral,,
371," range. I would say OnePlus One is even better than the Galaxy S5. There are other smaller brands like the Lenovo Vibe X2, Huawei Honor 6 and Xiaomi Mi4 in that general price range that you should check out. Of course, read the reviews before buying. Cheers!...",http://www.digit.in/forum/mobiles-tablets/190724-vietnam-made-galaxy-s4-i9500-deep-black-really-worth-18-000-a-post2213954.html#postcount2213788,Forum Replies,NA,NA,Product Attributes (compared to competitor),Neutral,Other (reply to enquiry),
372," range. I would say OnePlus One is even better than the Galaxy S5. There are other smaller brands like the Lenovo Vibe X2, Huawei Honor 6 and Xiaomi Mi4 in that general price range that you should check out. Of course, read the reviews before buying. Cheers!...",http://www.digit.in/forum/mobiles-tablets/190724-vietnam-made-galaxy-s4-i9500-deep-black-really-worth-18-000-a-post2213828.html#postcount2213788,Forum Replies,,,,Neutral,,
373," range. I would say OnePlus One is even better than the Galaxy S5. There are other smaller brands like the Lenovo Vibe X2, Huawei Honor 6 and Xiaomi Mi4 in that general price range that you should check out. Of course, read the reviews before buying. Cheers!...",http://www.digit.in/forum/mobiles-tablets/190724-vietnam-made-galaxy-s4-i9500-deep-black-really-worth-18-000-a.html#postcount2213788,Forum Replies,,,,Neutral,,
374,", Micromax etc. Thanks. Please fill up this to more suggestions.. Questionnaire for Mobile phone purchase queries You need to change your mindset for those brands... those brands are producing ""Use and Throw"" products.. If you need best product below 15K then Yu Yureka is the one... other products.. Asus...",http://www.digit.in/forum/buying-advice/190729-need-android-phone-below-10k-post2213922.html#postcount2213922,Forum Replies,,,,Neutral,,
375,", Micromax etc. Thanks. Please fill up this to more suggestions.. Questionnaire for Mobile phone purchase queries You need to change your mindset for those brands... those brands are producing ""Use and Throw"" products.. If you need best product below 15K then Yu Yureka is the one... other products.. Asus...",http://www.digit.in/forum/buying-advice/190729-need-android-phone-below-10k.html#postcount2213922,Forum Replies,,,,Neutral,,
376,"I already have One Plus One, i want a compact phone, something like 4.7 inch phone. I held the S4 and i liked the compact body and the leather finish. The desire 820 is too big.. The phones u all mentioned have crappy servicing. Honor 6, Mi4 and Lenovo Vibe dont have CM12. I want the CM11/12 experience of...",http://www.digit.in/forum/mobiles-tablets/190724-vietnam-made-galaxy-s4-i9500-deep-black-really-worth-18-000-a-post2213954.html#postcount2213828,Forum Replies,NA,NA,Product Attributes (compared to competitor),Neutral,Complaint,
377,"I already have One Plus One, i want a compact phone, something like 4.7 inch phone. I held the S4 and i liked the compact body and the leather finish. The desire 820 is too big.. The phones u all mentioned have crappy servicing. Honor 6, Mi4 and Lenovo Vibe dont have CM12. I want the CM11/12 experience of...",http://www.digit.in/forum/mobiles-tablets/190724-vietnam-made-galaxy-s4-i9500-deep-black-really-worth-18-000-a.html#postcount2213828,Forum Replies,,,,Neutral,,
378,"I already have One Plus One, i want a compact phone, something like 4.7 inch phone. I held the S4 and i liked the compact body and the leather finish. The desire 820 is too big.. The phones u all mentioned have crappy servicing. Honor 6, Mi4 and Lenovo Vibe dont have CM12. I want the CM11/12 experience of...",http://www.digit.in/forum/mobiles-tablets/190724-vietnam-made-galaxy-s4-i9500-deep-black-really-worth-18-000-a-post2213828.html#postcount2213828,Forum Replies,,,,Neutral,,
379,Got Lenovo A6000 on 25th of this month. it has a call recorder app installed. Very light. Nice camera.Brilliant screen. Recommended.,http://www.digit.in/forum/buying-advice/190651-need-good-android-phone-7k-compatible-working-call-recorder-app-2.html#post2213639,Forum Replies,Post-sales,No,"Product Attributes, Experience",Neutral,Praise,
380,", Micromax etc. Thanks. Please fill up this to more suggestions.. Questionnaire for Mobile phone purchase queries You need to change your mindset for those brands... those brands are producing ""Use and Throw"" products.. If you need best product below 15K then Yu Yureka is the one... other products.. Asus...",http://www.digit.in/forum/buying-advice/190729-need-android-phone-below-10k.html#post2213922,Forum Replies,,,,Neutral,,
381,"@ lameassonwheels - will update if there's any problem. flipkart delivered the phone and the phone is really light to hold , slim and sleek. Camera for a 7k phone ks good. The first image sample is from lenovo (car key) and the second is from my nexus 5. Downloaded temple run2 and it played flawlessly...",http://www.theautomotiveindia.com/forums/gadgets-more/13973-suggest-me-new-mobile-phone-thread-34.html#post439425,Forum Replies,,,,Positive,,
382,Got Lenovo A6000 on 25th of this month. it has a call recorder app installed. Very light. Nice camera.Brilliant screen. Recommended.,http://www.digit.in/forum/buying-advice/190651-need-good-android-phone-7k-compatible-working-call-recorder-app-post2213639.html#postcount2213639,Forum Replies,,,,Neutral,,
